timestamp,bn_index,bn_constructed_index
09:15:00.000000000,52651.2,52624.90012828525
09:16:00.000000000,52497.9,52507.224272491876
09:17:00.000000000,52578.25,52566.61971825145
09:18:00.000000000,52520.75,52513.67084742509
09:19:00.000000000,52497.9,52494.938381452615
09:20:00.000000000,52500.15,52496.23829665199
09:21:00.000000000,52523.95,52528.40831200631
09:22:00.000000000,52575.75,52580.83073494582
09:23:00.000000000,52569.75,52573.32407354579
09:24:00.000000000,52602.95,52599.149208068404
09:25:00.000000000,52629.1,52625.358369279325
09:26:00.000000000,52596.8,52590.76920833418
09:27:00.000000000,52624.1,52625.128462896784
09:28:00.000000000,52636.35,52637.5340205661
09:29:00.000000000,52663.6,52660.95372850696
09:30:00.000000000,52678.55,52677.99305653728
09:31:00.000000000,52663.0,52666.42952263235
09:32:00.000000000,52679.85,52677.98424114243
09:33:00.000000000,52699.8,52705.79991284611
09:34:00.000000000,52736.25,52732.73015583859
09:35:00.000000000,52728.25,52731.37428430683
09:36:00.000000000,52705.25,52707.23499973115
09:37:00.000000000,52724.1,52729.545993564956
09:38:00.000000000,52722.4,52725.59988732328
09:39:00.000000000,52752.85,52746.38766424649
09:40:00.000000000,52755.15,52757.84632281245
09:41:00.000000000,52743.3,52739.67395660207
09:42:00.000000000,52735.2,52732.60463361026
09:43:00.000000000,52762.25,52769.41691260468
09:44:00.000000000,52756.8,52767.06136373655
09:45:00.000000000,52777.15,52774.71025758304
09:46:00.000000000,52761.2,52768.89931862461
09:47:00.000000000,52741.7,52743.62724080184
09:48:00.000000000,52714.75,52709.02635986159
09:49:00.000000000,52710.3,52714.732068867444
09:50:00.000000000,52715.4,52717.797140203314
09:51:00.000000000,52735.1,52737.50969334527
09:52:00.000000000,52747.4,52747.05759830728
09:53:00.000000000,52753.1,52749.91727341281
09:54:00.000000000,52761.1,52755.03664838649
09:55:00.000000000,52752.85,52759.71775496881
09:56:00.000000000,52728.65,52733.4236175303
09:57:00.000000000,52741.5,52743.573722707646
09:58:00.000000000,52763.75,52761.67719941052
09:59:00.000000000,52752.6,52756.095905437825
10:00:00.000000000,52764.55,52767.054553020884
10:01:00.000000000,52762.55,52767.661119916454
10:02:00.000000000,52762.05,52758.58922260174
10:03:00.000000000,52779.8,52783.584028464786
10:04:00.000000000,52780.35,52783.489381130916
10:05:00.000000000,52802.0,52802.40167072915
10:06:00.000000000,52790.75,52796.313626725045
10:07:00.000000000,52802.45,52802.67210939396
10:08:00.000000000,52802.5,52801.881683768355
10:09:00.000000000,52806.4,52807.89718240971
10:10:00.000000000,52809.05,52807.81005747824
10:11:00.000000000,52803.05,52803.73415661112
10:12:00.000000000,52785.4,52789.059407182416
10:13:00.000000000,52785.1,52783.31204504318
10:14:00.000000000,52793.4,52788.999826401414
10:15:00.000000000,52784.5,52785.96811729824
10:16:00.000000000,52767.1,52774.34404356558
10:17:00.000000000,52778.2,52782.28757497067
10:18:00.000000000,52734.1,52738.08448849579
10:19:00.000000000,52732.2,52734.05307495685
10:20:00.000000000,52712.45,52715.832582348805
10:21:00.000000000,52713.65,52713.62237829695
10:22:00.000000000,52681.6,52684.95078144587
10:23:00.000000000,52672.55,52676.78113269219
10:24:00.000000000,52661.2,52658.72724567729
10:25:00.000000000,52646.35,52648.09538391757
10:26:00.000000000,52657.1,52658.92626577712
10:27:00.000000000,52697.5,52695.166175483224
10:28:00.000000000,52719.9,52719.65692567464
10:29:00.000000000,52719.45,52723.92510896625
10:30:00.000000000,52707.85,52707.68524457814
10:31:00.000000000,52701.2,52704.39543550651
10:32:00.000000000,52695.55,52693.03935414454
10:33:00.000000000,52715.05,52718.70669512508
10:34:00.000000000,52701.6,52702.41994904666
10:35:00.000000000,52661.75,52655.90213315537
10:36:00.000000000,52672.2,52677.22038533241
10:37:00.000000000,52683.8,52688.9957854466
10:38:00.000000000,52671.4,52674.130347529586
10:39:00.000000000,52654.65,52659.92548095048
10:40:00.000000000,52652.85,52657.67596026328
10:41:00.000000000,52682.4,52687.092449965276
10:42:00.000000000,52664.8,52667.74394957644
10:43:00.000000000,52685.9,52686.13790210801
10:44:00.000000000,52690.75,52688.122545697835
10:45:00.000000000,52693.3,52691.332457247736
10:46:00.000000000,52717.55,52718.41318035393
10:47:00.000000000,52706.2,52727.537478513135
10:48:00.000000000,52708.0,52716.024793095006
10:49:00.000000000,52710.5,52716.30990251053
10:50:00.000000000,52688.9,52696.92005170474
10:51:00.000000000,52707.2,52710.173993128716
10:52:00.000000000,52709.6,52714.86934699145
10:53:00.000000000,52718.2,52721.894485008546
10:54:00.000000000,52684.9,52689.51117087794
10:55:00.000000000,52682.7,52687.792779818265
10:56:00.000000000,52695.45,52692.447694345516
10:57:00.000000000,52682.15,52683.98048000442
10:58:00.000000000,52693.5,52692.22275693362
10:59:00.000000000,52670.15,52668.13467075999
11:00:00.000000000,52657.05,52657.15683222002
11:01:00.000000000,52629.4,52636.217197639904
11:02:00.000000000,52642.1,52643.138455224434
11:03:00.000000000,52624.65,52630.06120817927
11:04:00.000000000,52623.95,52631.54782748446
11:05:00.000000000,52644.8,52650.735093182295
11:06:00.000000000,52641.0,52641.83791281444
11:07:00.000000000,52658.7,52659.3571265616
11:08:00.000000000,52674.3,52674.464023631524
11:09:00.000000000,52708.25,52704.00805190884
11:10:00.000000000,52704.0,52710.88605288956
11:11:00.000000000,52703.35,52708.350971919055
11:12:00.000000000,52723.4,52724.778599638856
